ID1_G,ID2_G,ID_T_G,ID_R_G,RESULT_G,DATE_G
9471,4146,8935,3,6-3 6-3,2012-08-24 00:00:00
693,1837,8935,3,6-3 6-1,2012-08-24 00:00:00
4149,9516,8935,3,6-1 6-3,2012-08-24 00:00:00
10292,9584,8935,3,6-3 6-2,2012-08-24 00:00:00
9517,6820,8935,3,6-0 6-2,2012-08-24 00:00:00
6431,609,8935,3,6-5 ret.,2012-08-24 00:00:00
14860,838,9366,9,6-4 4-6 7-6(6),2012-08-24 00:00:00
12594,6277,8935,3,7-5 6-4,2012-08-24 00:00:00
5129,7806,8935,3,7-6(4) 6-3,2012-08-24 00:00:00
11373,8517,9366,9,6-0 6-2,2012-08-24 00:00:00
5837,3985,8934,10,6-4 3-6 7-6(3),2012-08-24 00:00:00
26849,5554,8934,10,6-2 6-1,2012-08-24 00:00:00
831,4061,8934,10,6-4 6-3,2012-08-24 00:00:00
6080,5918,8935,3,6-3 6-4,2012-08-24 00:00:00
11521,17020,8935,3,4-6 7-6(5) 6-3,2012-08-24 00:00:00
6831,9833,8935,3,6-7(4) 7-5 6-4,2012-08-24 00:00:00
11003,717,8935,3,6-4 6-4,2012-08-24 00:00:00
4178,10030,8935,3,7-6(5) 6-3,2012-08-24 00:00:00
763,9229,8935,3,4-6 6-1 7-6(3),2012-08-24 00:00:00
642,779,8935,3,6-1 7-6(5),2012-08-24 00:00:00
918,10844,8935,3,6-4 3-6 6-3,2012-08-24 00:00:00
8722,26205,9368,1,7-6(2) 6-1,2012-08-25 00:00:00
14860,7545,9366,10,6-2 6-4,2012-08-25 00:00:00
1749,14849,9368,1,6-1 7-5,2012-08-25 00:00:00
13273,15067,9368,1,6-2 6-2,2012-08-25 00:00:00
10590,18176,9368,1,7-6(2) 6-2,2012-08-25 00:00:00
13048,12534,9368,1,6-1 6-4,2012-08-25 00:00:00
11981,14430,9368,1,6-4 5-7 7-5,2012-08-25 00:00:00
12852,20934,9368,1,6-1 6-0,2012-08-25 00:00:00
1886,532,9368,1,6-2 7-6(9),2012-08-25 00:00:00
11373,5058,9366,10,6-4 6-2,2012-08-25 00:00:00
4453,21464,9368,1,6-2 7-5,2012-08-25 00:00:00
22798,11815,9368,1,6-3 6-3,2012-08-25 00:00:00
4454,20285,9368,1,6-0 3-6 6-1,2012-08-25 00:00:00
10060,18145,9368,1,7-6(1) 2-6 7-5,2012-08-25 00:00:00
4211,10486,9368,1,6-2 6-2,2012-08-25 00:00:00
14545,661,9368,1,7-6(8) 7-6(11),2012-08-25 00:00:00
5837,831,8934,12,3-6 6-4 7-6(9),2012-08-25 00:00:00
6233,1798,9368,1,7-6(3) 6-2,2012-08-25 00:00:00
23003,26849,8934,12,6-3 4-6 10-2,2012-08-25 00:00:00
1053,10308,9368,1,6-4 7-5,2012-08-26 00:00:00
1886,12852,9368,2,6-2 6-2,2012-08-26 00:00:00
11373,14860,9366,12,6-1 7-6(11),2012-08-26 00:00:00
4454,10060,9368,2,7-5 6-3,2012-08-26 00:00:00
8722,4453,9368,2,6-3 7-6(5),2012-08-26 00:00:00
10590,13273,9368,2,6-3 7-6(6),2012-08-26 00:00:00
11981,13048,9368,2,1-6 7-5 6-4,2012-08-26 00:00:00
4211,1749,9368,2,6-1 4-6 6-3,2012-08-26 00:00:00
1053,6233,9368,2,6-4 6-4,2012-08-26 00:00:00
14545,22798,9368,2,6-3 6-3,2012-08-26 00:00:00
11373,2139,9366,4,7-6(8) 6-2,2012-08-20 00:00:00
7805,20648,9366,4,6-2 6-1,2012-08-20 00:00:00
7127,4009,8934,4,7-5 3-1 ret.,2012-08-20 00:00:00
9675,12043,8934,4,6-2 7-6(4),2012-08-20 00:00:00
762,5127,8934,4,6-3 7-6(3),2012-08-20 00:00:00
9806,4245,9366,4,6-1 4-1 ret.,2012-08-20 00:00:00
13801,6225,9366,4,7-6(4) 3-6 6-4,2012-08-20 00:00:00
8993,1718,8934,4,6-1 6-4,2012-08-20 00:00:00
749,84,8934,4,6-1 2-6 6-2,2012-08-20 00:00:00
2904,8313,8934,4,6-3 4-6 6-2,2012-08-20 00:00:00
5058,6528,9366,4,7-6(2) 6-7(1) 6-4,2012-08-20 00:00:00
1266,685,8934,4,7-6(4) 6-4,2012-08-20 00:00:00
6848,935,8934,4,6-4 7-5,2012-08-20 00:00:00
23003,17263,8934,4,7-6(7) 7-6(3),2012-08-20 00:00:00
6627,7540,8934,4,4-6 6-3 6-2,2012-08-20 00:00:00
6081,568,8934,4,6-2 6-3,2012-08-20 00:00:00
11226,7295,8934,5,3-6 6-4 7-5,2012-08-20 00:00:00
89,488,8934,5,7-6(6) 7-6(6),2012-08-20 00:00:00
26849,23817,8934,4,6-4 6-4,2012-08-20 00:00:00
7317,855,9366,4,3-6 7-6(7) 6-0,2012-08-21 00:00:00
12190,12568,9366,4,6-2 6-2,2012-08-21 00:00:00
7545,1635,9366,4,6-2 6-2,2012-08-21 00:00:00
8517,10415,9366,4,4-6 7-5 6-1,2012-08-21 00:00:00
14860,13651,9366,4,6-1 6-2,2012-08-21 00:00:00
836,13032,9366,4,6-2 6-3,2012-08-21 00:00:00
6103,1798,9366,4,6-4 7-5,2012-08-21 00:00:00
21499,2379,9366,4,7-6(5) 6-4,2012-08-21 00:00:00
5554,21083,8934,4,6-3 7-6(10),2012-08-21 00:00:00
468,6627,8934,5,6-2 6-3,2012-08-21 00:00:00
7452,762,8934,5,6-1 6-3,2012-08-21 00:00:00
1837,9243,8935,1,6-3 6-4,2012-08-21 00:00:00
7803,9373,8935,1,6-3 6-2,2012-08-21 00:00:00
8396,19883,8935,1,6-2 6-7(5) 7-5,2012-08-21 00:00:00
693,5103,8935,1,5-7 6-3 6-4,2012-08-21 00:00:00
9516,7393,8935,1,6-4 6-1,2012-08-21 00:00:00
4236,13764,8935,1,6-4 6-2,2012-08-21 00:00:00
7421,20104,9368,4,6-3 6-3,2012-08-27 00:00:00
13765,1747,9368,4,6-2 6-3,2012-08-27 00:00:00
8806,12594,8935,4,6-1 6-2 6-4,2012-08-27 00:00:00
469,9517,8935,4,6-2 4-6 6-4 7-6(5),2012-08-27 00:00:00
6691,612,8935,4,6-7(3) 7-5 6-4 6-0,2012-08-27 00:00:00
672,1018,8935,4,6-1 6-2 6-4,2012-08-27 00:00:00
553,1569,8935,4,7-6(3) 7-6(2) 6-3,2012-08-27 00:00:00
568,9471,8935,4,7-5 3-6 6-4 6-2,2012-08-27 00:00:00
3682,6642,8935,4,6-4 7-6(5) 3-6 6-3,2012-08-27 00:00:00
1075,638,8935,4,6-2 6-4 6-1,2012-08-27 00:00:00
4964,11521,8935,4,6-0 6-1 6-2,2012-08-27 00:00:00
1035,13429,8935,4,6-3 4-6 6-3 7-6(2),2012-08-27 00:00:00
488,5127,8935,4,7-5 6-2 3-6 6-3,2012-08-27 00:00:00
563,1162,8935,4,2-6 4-6 7-6(1) 7-6(4) 6-1,2012-08-27 00:00:00
6431,4461,8935,4,7-6(4) 6-4 7-6(5),2012-08-27 00:00:00
6831,4178,8935,4,1-6 6-4 6-2 4-6 6-4,2012-08-27 00:00:00
7043,619,8935,4,6-3 6-4 6-3,2012-08-27 00:00:00
9521,8313,8935,4,7-6(9) 6-3 6-2,2012-08-27 00:00:00
9675,1718,8935,4,6-4 6-1 6-2,2012-08-27 00:00:00
19,6627,8935,4,6-3 6-2 6-4,2012-08-27 00:00:00
4010,453,8935,4,7-6(4) 3-6 5-7 6-4 6-1,2012-08-27 00:00:00
641,4084,8935,4,6-3 6-2 3-6 6-4,2012-08-27 00:00:00
9839,3492,8935,4,3-6 6-3 6-3 7-5,2012-08-27 00:00:00
468,6081,8935,4,6-3 7-5 6-2,2012-08-27 00:00:00
6101,6228,8935,4,5-7 2-6 6-4 6-2 6-4,2012-08-27 00:00:00
1576,8596,9367,4,7-5 6-2,2012-08-28 00:00:00
9831,9153,9367,4,6-5 ret.,2012-08-28 00:00:00
7772,21256,9367,4,6-1 6-0,2012-08-28 00:00:00
17474,854,8935,4,6-3 6-2 3-2 ret.,2012-08-27 00:00:00
8555,8308,9367,4,6-2 6-1,2012-08-28 00:00:00
12587,2454,9367,4,3-6 6-0 7-5,2012-08-28 00:00:00
13025,1742,9367,4,6-2 6-4,2012-08-28 00:00:00
9711,649,9367,4,7-6(4) 4-1 ret.,2012-08-28 00:00:00
9493,1125,9367,4,2-6 6-2 7-6(3),2012-08-28 00:00:00
1963,4025,9367,4,6-3 7-5,2012-08-28 00:00:00
12896,21642,9367,4,6-2 6-4,2012-08-28 00:00:00
10415,3850,9367,4,6-2 6-3,2012-08-28 00:00:00
7393,17928,9367,4,6-1 6-3,2012-08-28 00:00:00
16996,5069,9367,4,7-6(7) 7-6(2),2012-08-28 00:00:00
6962,8722,9368,4,6-0 7-6(3),2012-08-28 00:00:00
5844,7968,9368,4,4-6 6-4 6-4,2012-08-28 00:00:00
12851,10826,9368,4,6-2 7-5,2012-08-28 00:00:00
13447,4236,9368,4,6-7(5) 6-2 5-2 ret.,2012-08-28 00:00:00
3676,3685,9368,4,6-4 6-4,2012-08-28 00:00:00
1053,4208,9368,4,6-1 7-6(4),2012-08-28 00:00:00
4211,1886,9368,4,6-1 3-6 6-3,2012-08-28 00:00:00
26088,26875,8935,4,6-1 6-4,2012-08-28 00:00:00
831,11226,8935,4,7-5 6-3 6-3,2012-08-28 00:00:00
7025,26882,8935,4,2-6 6-1 7-6(3),2012-08-28 00:00:00
26082,19799,8935,4,7-5 6-3,2012-08-28 00:00:00
10202,8564,9368,4,6-7(6) 6-3 6-3,2012-08-28 00:00:00
864,12039,9368,4,7-6(5) 6-7(4) 6-0,2012-08-28 00:00:00
1113,712,9368,4,7-5 6-4,2012-08-28 00:00:00
869,68,9368,4,6-1 6-4,2012-08-28 00:00:00
763,655,8935,4,7-6(4) 6-7(8) 6-1 6-4,2012-08-28 00:00:00
4045,427,8935,4,6-4 6-7(5) 6-3 6-4,2012-08-28 00:00:00
1841,7127,8935,4,7-6(5) 3-6 7-6(1) 7-5,2012-08-28 00:00:00
11704,5961,8935,4,6-3 4-6 3-6 6-4 6-4,2012-08-28 00:00:00
23114,5647,8935,4,7-6(3) 2-6 7-6(7),2012-08-28 00:00:00
23003,26884,8935,4,6-2 6-3,2012-08-28 00:00:00
3985,693,8935,4,6-3 6-1 7-6(2),2012-08-28 00:00:00
89,10292,8935,4,6-3 6-4 6-4,2012-08-28 00:00:00
5838,6002,8935,4,3-6 6-1 6-1 6-1,2012-08-28 00:00:00
11923,2214,9368,4,6-2 6-2,2012-08-28 00:00:00
26402,22347,8935,4,1-6 7-6(4) 6-2,2012-08-28 00:00:00
15323,26876,8935,4,6-4 6-2,2012-08-28 00:00:00
760,578,8935,4,1-6 4-6 6-4 7-5 7-6(3),2012-08-28 00:00:00
26823,22665,8935,4,6-3 6-4,2012-08-28 00:00:00
4061,762,8935,4,6-7(4) 6-4 6-4 7-5,2012-08-28 00:00:00
26879,19455,8935,4,6-1 6-3,2012-08-28 00:00:00
17263,26881,8935,4,7-6(3) 6-1,2012-08-28 00:00:00
5554,23817,8935,4,7-6(3) 6-2,2012-08-28 00:00:00
19379,5390,8935,4,5-7 6-3 6-4,2012-08-28 00:00:00
11522,935,8935,4,4-6 7-5 6-3 6-4,2012-08-28 00:00:00
4067,1672,8935,4,3-6 5-7 6-4 6-4 7-5,2012-08-28 00:00:00
961,1042,8935,4,3-6 1-6 6-4 7-6(6) 7-6(3),2012-08-28 00:00:00
7452,7461,8935,4,3-6 4-6 6-4 6-1 6-2,2012-08-28 00:00:00
4009,5129,8935,4,6-2 4-6 6-4 6-7(8) 7-6(5),2012-08-28 00:00:00
1092,1266,8935,4,6-7(6) 7-6(2) 6-4 6-2,2012-08-28 00:00:00
650,72,8935,4,7-6(1) 6-2 6-3,2012-08-28 00:00:00
19962,12083,8935,4,6-2 7-6(6) 3-6 6-3,2012-08-28 00:00:00
3054,918,8935,4,4-6 6-4 6-7(5) 6-3 7-5,2012-08-28 00:00:00
5992,2123,8935,4,6-1 6-0 6-1,2012-08-28 00:00:00
7803,6764,9367,4,6-7(4) 6-3 6-3,2012-08-29 00:00:00
11816,7869,9367,4,6-3 2-6 6-2,2012-08-29 00:00:00
13069,3694,9367,4,6-4 4-6 6-3,2012-08-29 00:00:00
9831,7772,9367,5,6-3 3-6 7-5,2012-08-29 00:00:00
9493,1963,9367,5,6-2 6-0,2012-08-29 00:00:00
1576,8555,9367,5,6-0 6-2,2012-08-29 00:00:00
12587,13025,9367,5,6-4 6-4,2012-08-29 00:00:00
13765,2117,9368,5,3-6 6-4 6-2,2012-08-29 00:00:00
6962,7421,9368,5,4-6 7-5 7-6(4),2012-08-29 00:00:00
16934,26482,8935,4,6-3 3-6 7-6(5),2012-08-29 00:00:00
7496,26285,8935,4,6-3 6-3,2012-08-29 00:00:00
4149,642,8935,4,7-5 7-6(3) 7-5,2012-08-29 00:00:00
13796,7295,8935,4,6-4 6-4 3-6 6-2,2012-08-29 00:00:00
6080,838,8935,4,7-5 6-3 6-4,2012-08-29 00:00:00
673,7459,8935,4,6-4 6-2 7-6(3),2012-08-29 00:00:00
4211,13447,9368,5,6-3 7-6(5),2012-08-29 00:00:00
15925,17262,8935,4,7-5 6-3,2012-08-29 00:00:00
728,10402,8935,4,4-6 3-6 6-2 6-3 6-2,2012-08-29 00:00:00
735,920,8935,4,6-3 6-4 6-2,2012-08-29 00:00:00
12043,11953,8935,4,5-7 6-3 7-6(4) 6-2,2012-08-29 00:00:00
558,9043,8935,4,6-0 6-2 ret.,2012-08-29 00:00:00
685,75,8935,4,2-6 3-6 7-5 7-6(6) 7-6(6),2012-08-29 00:00:00
7,3996,8935,4,4-6 6-2 6-1 6-4,2012-08-29 00:00:00
7540,749,8935,4,6-4 6-4 7-5,2012-08-29 00:00:00
3676,8721,9368,5,7-5 6-3,2012-08-29 00:00:00
21083,14073,8935,4,6-1 7-6(7),2012-08-29 00:00:00
26300,24406,8935,4,6-2 6-2,2012-08-29 00:00:00
22604,22118,8935,4,6-1 6-3,2012-08-29 00:00:00
26878,15764,8935,4,6-3 6-4,2012-08-29 00:00:00
24505,12702,8935,4,6-3 7-6(4),2012-08-29 00:00:00
5496,5736,8935,4,6-3 6-3,2012-08-29 00:00:00
26883,25509,8935,4,6-4 2-6 7-6(7),2012-08-29 00:00:00
5150,21933,8935,4,6-1 6-4,2012-08-29 00:00:00
678,552,8935,4,7-6(2) 4-6 7-6(4) 6-1,2012-08-29 00:00:00
5837,78,8935,4,6-3 7-6(5) 5-7 7-6(9),2012-08-29 00:00:00
674,616,8935,4,4-6 6-2 6-3 6-3,2012-08-29 00:00:00
11003,520,8935,4,4-6 6-3 7-5 5-7 6-4,2012-08-29 00:00:00
11178,1181,8935,4,6-3 7-6(5) 6-3,2012-08-29 00:00:00
6848,22,8935,4,3-6 4-6 6-4 7-5 6-3,2012-08-29 00:00:00
6465,717,8935,4,6-4 7-6(4) 6-4,2012-08-29 00:00:00
12661,2904,8935,4,7-5 6-4 6-2,2012-08-29 00:00:00
84,791,8935,4,6-1 7-5 6-3,2012-08-29 00:00:00
1075,4964,8935,5,6-2 6-1 6-3,2012-08-29 00:00:00
7393,10415,9367,5,6-3 6-2,2012-08-30 00:00:00
13069,11816,9367,5,6-1 6-1,2012-08-30 00:00:00
9711,16996,9367,5,7-5 6-3,2012-08-30 00:00:00
12896,7803,9367,5,6-4 4-6 7-6(6),2012-08-30 00:00:00
11923,869,9368,5,6-1 7-5,2012-08-30 00:00:00
5844,12851,9368,5,6-2 6-2,2012-08-30 00:00:00
10202,1053,9368,5,6-0 6-4,2012-08-30 00:00:00
25317,13492,8935,4,4-6 6-4 6-3,2012-08-30 00:00:00
8806,6831,8935,5,6-2 6-2 6-4,2012-08-30 00:00:00
864,1113,9368,5,6-0 6-4,2012-08-30 00:00:00
20156,26877,8935,4,7-6(4) 6-4,2012-08-30 00:00:00
25760,21076,8935,4,6-2 6-4,2012-08-30 00:00:00
16943,24116,8935,4,6-3 7-6(4),2012-08-30 00:00:00
4045,760,8935,5,6-3 5-7 5-7 6-4 6-4,2012-08-30 00:00:00
17474,3682,8935,5,6-2 6-2 6-4,2012-08-30 00:00:00
468,1841,8935,5,6-4 6-1 6-7(5) 3-6 7-5,2012-08-30 00:00:00
9675,3985,8935,5,6-4 1-6 6-1 6-3,2012-08-30 00:00:00
19793,10195,8935,4,6-3 6-4,2012-08-30 00:00:00
25332,21097,8935,4,6-3 6-4,2012-08-30 00:00:00
17731,20026,8935,4,1-6 6-4 6-3,2012-08-30 00:00:00
19,469,8935,5,6-2 6-3 6-2,2012-08-30 00:00:00
672,6691,8935,5,7-6(4) 5-7 7-6(5) 6-4,2012-08-30 00:00:00
553,568,8935,5,4-6 6-7(4) 6-2 6-1 6-2,2012-08-30 00:00:00
4010,763,8935,5,6-4 4-6 6-4 6-4,2012-08-30 00:00:00
4061,641,8935,5,6-3 6-4 6-3,2012-08-30 00:00:00
831,9839,8935,5,6-1 6-4 6-2,2012-08-30 00:00:00
488,1035,8935,5,6-1 6-4 6-2,2012-08-30 00:00:00
11704,563,8935,5,7-5 6-4 7-6(4),2012-08-30 00:00:00
6101,6431,8935,5,6-3 6-2 5-7 4-6 7-5,2012-08-30 00:00:00
7043,9521,8935,5,6-4 6-2 6-2,2012-08-30 00:00:00
26921,23583,8935,4,7-6(4) 7-6(5),2012-08-30 00:00:00
25085,26880,8935,4,w/o,2012-08-30 00:00:00
1576,9831,9367,9,6-4 6-4,2012-08-31 00:00:00
9711,13069,9367,9,6-4 6-2,2012-08-31 00:00:00
5844,10202,9368,9,6-3 6-4,2012-08-31 00:00:00
11923,864,9368,9,7-6(4) 4-6 4-0 ret.,2012-08-31 00:00:00
26823,26878,8935,5,6-4 6-0,2012-08-31 00:00:00
5150,26082,8935,5,6-3 6-2,2012-08-31 00:00:00
4211,13765,9368,9,6-2 6-3,2012-08-31 00:00:00
25760,15925,8935,5,6-1 6-7(6) 6-4,2012-08-31 00:00:00
7496,26921,8935,5,7-5 7-6(3),2012-08-31 00:00:00
674,11003,8935,5,6-3 6-3 6-1,2012-08-31 00:00:00
11178,6848,8935,5,6-7(3) 7-6(5) 6-3 6-4,2012-08-31 00:00:00
7540,84,8935,5,6-1 6-4 4-6 7-5,2012-08-31 00:00:00
5992,3054,8935,5,6-2 6-1 6-2,2012-08-31 00:00:00
15323,26088,8935,5,7-5 6-7(7) 7-6(4),2012-08-31 00:00:00
728,735,8935,5,6-4 6-3 6-4,2012-08-31 00:00:00
4149,13796,8935,5,6-4 2-6 6-4 6-4,2012-08-31 00:00:00
678,12043,8935,5,6-7(4) 6-3 3-6 6-2 7-6(4),2012-08-31 00:00:00
5837,558,8935,5,6-3 6-7(5) 6-4 6-3,2012-08-31 00:00:00
7,685,8935,5,3-6 7-6(5) 6-7(5) 7-5 6-4,2012-08-31 00:00:00
6465,12661,8935,5,6-2 6-3 2-6 6-2,2012-08-31 00:00:00
89,11522,8935,5,6-3 6-4 6-0,2012-08-31 00:00:00
4067,961,8935,5,6-4 6-4 6-2,2012-08-31 00:00:00
7452,4009,8935,5,6-4 3-6 6-0 7-6(5),2012-08-31 00:00:00
1092,5838,8935,5,6-7(6) 6-3 4-6 6-1 7-5,2012-08-31 00:00:00
650,19962,8935,5,3-6 6-4 7-6(1) 7-5,2012-08-31 00:00:00
673,6080,8935,5,6-2 6-3 7-6(12),2012-08-31 00:00:00
9493,12587,9367,9,3-6 6-4 6-4,2012-09-01 00:00:00
7393,12896,9367,9,6-2 6-1,2012-09-01 00:00:00
20765,17742,9371,1,6-2 5-7 6-0,2012-09-01 00:00:00
7511,2960,9371,1,3-6 6-1 6-2,2012-09-01 00:00:00
3676,6962,9368,9,w/o,2012-08-31 00:00:00
1576,9493,9367,10,6-3 6-1,2012-09-01 00:00:00
7393,9711,9367,10,6-1 6-3,2012-09-01 00:00:00
11816,13025,9371,1,5-7 6-2 6-4,2012-09-01 00:00:00
909,25472,9371,1,6-3 6-4,2012-09-01 00:00:00
17741,23209,9371,1,6-4 7-5,2012-09-01 00:00:00
17928,25702,9371,1,6-1 6-3,2012-09-01 00:00:00
1742,23076,9371,1,4-6 6-2 6-2,2012-09-01 00:00:00
9652,1125,9371,1,2-6 6-2 6-3,2012-09-01 00:00:00
23462,21762,9371,1,7-6(8) 6-3,2012-09-01 00:00:00
3850,17788,9371,1,6-3 6-0,2012-09-01 00:00:00
91,23014,9371,1,3-6 6-1 6-1,2012-09-01 00:00:00
6399,16996,9371,1,7-6(2) 6-4,2012-09-01 00:00:00
15021,23975,9371,1,6-4 6-4,2012-09-01 00:00:00
647,12054,9371,1,6-3 4-6 6-1,2012-09-01 00:00:00
3694,18441,9371,1,7-6(5) 6-1,2012-09-01 00:00:00
12659,26606,9371,1,6-2 6-1,2012-09-01 00:00:00
26300,21083,8935,5,4-6 6-2 6-4,2012-09-01 00:00:00
25085,16943,8935,5,2-1 ret.,2012-09-01 00:00:00
23114,5554,8935,5,6-4 6-4,2012-09-01 00:00:00
5844,3676,9368,10,7-6(5) 1-6 6-4,2012-09-01 00:00:00
20156,22604,8935,5,6-7(3) 6-4 6-3,2012-09-01 00:00:00
5496,19379,8935,5,6-4 6-4,2012-09-01 00:00:00
25332,26883,8935,5,6-1 7-5,2012-09-01 00:00:00
23003,17731,8935,5,6-4 6-1,2012-09-01 00:00:00
4045,17474,8935,6,7-6(3) 6-7(4) 7-6(2) 6-1,2012-09-01 00:00:00
6101,8806,8935,6,6-3 6-4 6-7(3) 6-3,2012-09-01 00:00:00
9675,7043,8935,6,6-4 6-4 6-4,2012-09-01 00:00:00
16934,26402,8935,5,6-4 7-5,2012-09-01 00:00:00
25317,19793,8935,5,7-6(3) 7-6(7),2012-09-01 00:00:00
26879,24505,8935,5,3-6 6-3 6-3,2012-09-01 00:00:00
17263,7025,8935,5,7-5 6-3,2012-09-01 00:00:00
19,672,8935,6,6-3 6-4 6-4,2012-09-01 00:00:00
831,4061,8935,6,6-7(6) 6-4 6-3 6-2,2012-09-01 00:00:00
1075,468,8935,6,7-6(5) 7-6(5) 4-6 7-6(4),2012-09-01 00:00:00
11704,488,8935,6,6-3 6-0 7-6(3),2012-09-01 00:00:00
553,4010,8935,6,6-1 5-7 7-6(5) 6-3,2012-09-01 00:00:00
1742,9652,9371,2,6-7(3) 6-3 6-4,2012-09-02 00:00:00
3850,23462,9371,2,6-3 6-1,2012-09-02 00:00:00
3694,20765,9371,2,6-1 6-2,2012-09-02 00:00:00
7511,12659,9371,2,7-5 6-3,2012-09-02 00:00:00
1576,7393,9367,12,6-1 7-5,2012-09-02 00:00:00
8722,4454,9368,3,6-4 6-7(4) 6-3,2012-08-27 00:00:00
1886,11981,9368,3,6-4 6-3,2012-08-27 00:00:00
4211,10590,9368,3,7-5 6-2,2012-08-27 00:00:00
1053,14545,9368,3,6-7(1) 6-3 7-6(5),2012-08-27 00:00:00
8721,7970,9368,4,6-4 6-4,2012-08-27 00:00:00
2117,7826,9368,4,7-5 6-1,2012-08-27 00:00:00
9674,21523,9369,1,7-6(3) 6-3,2012-09-02 00:00:00
21464,26929,9369,1,6-0 6-1,2012-09-02 00:00:00
8722,26930,9369,1,6-2 6-0,2012-09-02 00:00:00
824,26931,9369,1,6-1 6-1,2012-09-02 00:00:00
1960,8216,9370,1,6-4 6-1,2012-09-02 00:00:00
9109,26927,9370,1,6-0 6-1,2012-09-02 00:00:00
18138,12614,9370,1,6-1 6-2,2012-09-02 00:00:00
14965,1995,9370,1,6-4 6-2,2012-09-02 00:00:00
10590,24280,9370,1,6-3 6-2,2012-09-02 00:00:00
11816,909,9371,2,3-6 6-3 6-3,2012-09-02 00:00:00
17928,17741,9371,2,6-2 3-6 6-1,2012-09-02 00:00:00
15021,6399,9371,2,7-6(5) 6-3,2012-09-02 00:00:00
91,647,9371,2,3-6 6-3 6-4,2012-09-02 00:00:00
7260,18567,9373,1,5-2 ret.,2012-09-02 00:00:00
14108,21550,9373,1,7-5 6-2,2012-09-02 00:00:00
22774,24395,9373,1,7-6(2) 6-4,2012-09-02 00:00:00
18260,21257,9373,1,5-0 ret.,2012-09-02 00:00:00
24175,18122,9373,1,6-3 6-0,2012-09-02 00:00:00
11923,4211,9368,10,7-5 6-4,2012-09-02 00:00:00
1953,8593,9369,1,7-6(5) ret.,2012-09-02 00:00:00
14545,14548,9369,1,7-5 6-2,2012-09-02 00:00:00
517,14543,9369,1,6-0 6-4,2012-09-02 00:00:00
68,3030,9369,1,2-6 7-6(4) 6-4,2012-09-02 00:00:00
14561,20358,9370,1,6-7(2) 6-1 6-4,2012-09-02 00:00:00
8672,26151,9370,1,7-6(4) 6-3,2012-09-02 00:00:00
12876,1747,9370,1,6-4 2-6 6-2,2012-09-02 00:00:00
12193,761,9370,1,6-3 3-6 6-0,2012-09-02 00:00:00
6108,21524,9370,1,6-4 6-2,2012-09-02 00:00:00
12045,26928,9370,1,6-0 6-0,2012-09-02 00:00:00
20698,7431,9373,1,6-1 6-0,2012-09-02 00:00:00
9241,12683,9373,1,6-0 6-0,2012-09-02 00:00:00
21537,13942,9373,1,6-4 6-3,2012-09-02 00:00:00
2247,10288,9373,1,6-3 6-4,2012-09-02 00:00:00
5844,11923,9368,12,6-3 6-4,2012-09-02 00:00:00
13636,17357,9369,1,6-7(3) 6-3 6-2,2012-09-02 00:00:00
12534,9674,9369,2,6-1 7-5,2012-09-02 00:00:00
1886,8722,9369,2,6-3 ret.,2012-09-02 00:00:00
1053,14545,9369,2,6-4 6-2,2012-09-02 00:00:00
4208,824,9369,2,6-2 6-4,2012-09-02 00:00:00
13957,17492,9370,1,4-6 7-6(3) 6-1,2012-09-02 00:00:00
18381,17264,9370,1,6-3 7-6(3),2012-09-02 00:00:00
13844,14520,9370,1,6-3 7-6(4),2012-09-02 00:00:00
3127,13800,9370,1,3-6 7-6(5) 7-6(4),2012-09-02 00:00:00
14884,20648,9370,1,2-6 6-1 7-6(4),2012-09-02 00:00:00
7801,17289,9373,1,6-7(5) 7-5 6-1,2012-09-02 00:00:00
13651,10564,9373,1,6-0 6-0,2012-09-02 00:00:00
7389,26238,9373,1,6-2 6-4,2012-09-02 00:00:00
1639,1534,9373,1,6-3 6-2,2012-09-02 00:00:00
4460,286,9373,1,7-5 3-6 7-5,2012-09-02 00:00:00
7496,25760,8935,6,6-1 6-3,2012-09-02 00:00:00
5992,650,8935,6,6-3 6-2 6-2,2012-09-02 00:00:00
23298,20542,8936,4,7-5 6-2,2012-09-02 00:00:00
23816,22068,8936,4,6-3 4-6 7-5,2012-09-02 00:00:00
22686,20846,8936,4,6-4 6-3,2012-09-02 00:00:00
26221,20465,8936,4,6-3 4-6 4-2 ret.,2012-09-02 00:00:00
22433,26218,8936,4,6-3 2-6 6-3,2012-09-02 00:00:00
23301,26624,8936,4,6-2 6-2,2012-09-02 00:00:00
24085,24756,8936,4,6-0 3-0 ret.,2012-09-02 00:00:00
21464,1823,9369,2,6-4 6-3,2012-09-02 00:00:00
1953,18496,9369,2,6-1 6-4,2012-09-02 00:00:00
4453,517,9369,2,7-5 6-3,2012-09-02 00:00:00
13636,68,9369,2,6-2 5-7 6-1,2012-09-02 00:00:00
1960,9109,9370,2,6-3 7-5,2012-09-02 00:00:00
18138,14965,9370,2,7-5 6-1,2012-09-02 00:00:00
14561,14884,9370,2,6-2 6-4,2012-09-02 00:00:00
12193,6108,9370,2,6-2 6-2,2012-09-02 00:00:00
10346,1798,9373,1,6-3 5-7 6-4,2012-09-02 00:00:00
7801,7260,9373,2,6-3 6-2,2012-09-02 00:00:00
9241,20698,9373,2,6-0 6-1,2012-09-02 00:00:00
14108,22774,9373,2,6-1 4-6 6-1,2012-09-02 00:00:00
